timestamp,kalshi_kamala_yes,kalshi_kamala_no,kalshi_trump_yes,kalshi_trump_no,polymarket_kamala_yes,polymarket_kamala_no,polymarket_trump_yes,polymarket_trump_no,arbitrage_no_spread_percent_return,arbitrage_yes_no_spread_percent_return
2024-10-28 10:58:21.677658,0.63,0.39,0.39,0.62,0.5945,0.4055,0.4045,0.5955,1.47,1.57
2024-10-28 10:59:22.313143,0.63,0.39,0.39,0.62,0.5945,0.4055,0.4045,0.5955,1.47,1.57
2024-10-28 11:00:22.955621,0.63,0.39,0.39,0.62,0.5955,0.4045,0.4045,0.5955,1.47,1.47
2024-10-28 11:01:23.617640,0.63,0.39,0.39,0.62,0.5955,0.4045,0.4045,0.5955,1.47,1.47
2024-10-28 11:02:24.224710,0.63,0.39,0.39,0.62,0.5955,0.4045,0.4045,0.5955,1.47,1.47
2024-10-28 11:03:24.850799,0.63,0.39,0.39,0.62,0.5955,0.4045,0.4045,0.5955,1.47,1.47
2024-10-28 11:04:25.489174,0.63,0.39,0.39,0.62,0.5955,0.4045,0.4045,0.5955,1.47,1.47
2024-10-28 11:05:26.079451,0.63,0.39,0.39,0.62,0.5955,0.4045,0.4045,0.5955,1.47,1.47
2024-10-28 11:06:26.704595,0.63,0.39,0.39,0.62,0.596,0.404,0.4045,0.5955,1.47,1.42
2024-10-28 11:07:27.350843,0.63,0.39,0.39,0.62,0.596,0.404,0.4045,0.5955,1.47,1.42
2024-10-28 11:08:27.972968,0.63,0.39,0.39,0.62,0.596,0.404,0.4035,0.5965,1.37,1.42
2024-10-28 11:09:28.595248,0.63,0.39,0.39,0.62,0.5955,0.4045,0.4035,0.5965,1.37,1.47
2024-10-28 11:10:29.210742,0.63,0.39,0.39,0.62,0.5965,0.4035,0.4035,0.5965,1.37,1.37
2024-10-28 11:11:29.947748,0.63,0.39,0.39,0.62,0.5965,0.4035,0.4035,0.5965,1.37,1.37
2024-10-28 11:12:30.541250,0.63,0.39,0.39,0.62,0.5965,0.4035,0.4035,0.5965,1.37,1.37
2024-10-28 11:13:31.136854,0.63,0.39,0.39,0.62,0.5965,0.4035,0.4035,0.5965,1.37,1.37
2024-10-28 11:14:31.819819,0.63,0.39,0.39,0.62,0.5965,0.4035,0.4035,0.5965,1.37,1.37
2024-10-28 11:15:32.418537,0.63,0.39,0.39,0.62,0.5965,0.4035,0.4035,0.5965,1.37,1.37
2024-10-28 11:16:33.070382,0.63,0.38,0.39,0.62,0.5965,0.4035,0.4035,0.5965,2.41,2.41
2024-10-28 11:17:33.698880,0.63,0.38,0.39,0.62,0.5965,0.4035,0.4035,0.5965,2.41,2.41
2024-10-28 11:18:34.308071,0.62,0.39,0.39,0.62,0.5965,0.4035,0.4035,0.5965,1.37,1.37
2024-10-28 11:19:34.994554,0.62,0.39,0.39,0.62,0.5965,0.4035,0.4035,0.5965,1.37,1.37
2024-10-28 11:20:35.866489,0.63,0.39,0.39,0.62,0.597,0.403,0.4035,0.5965,1.37,1.32
2024-10-28 11:21:36.481857,0.63,0.39,0.39,0.62,0.597,0.403,0.4035,0.5965,1.37,1.32
2024-10-28 11:22:37.132883,0.63,0.39,0.39,0.62,0.597,0.403,0.4035,0.5965,1.37,1.32
2024-10-28 11:23:37.729619,0.63,0.39,0.39,0.62,0.597,0.403,0.4035,0.5965,1.37,1.32
2024-10-28 11:24:38.338951,0.63,0.39,0.39,0.62,0.597,0.403,0.404,0.596,1.42,1.32
2024-10-28 11:25:38.972734,0.63,0.39,0.39,0.62,0.597,0.403,0.404,0.596,1.42,1.32
2024-10-28 11:26:39.594176,0.63,0.39,0.39,0.62,0.5965,0.4035,0.404,0.596,1.42,1.37
2024-10-28 11:27:40.254920,0.63,0.39,0.39,0.62,0.5965,0.4035,0.404,0.596,1.42,1.37
2024-10-28 11:28:40.854296,0.63,0.39,0.39,0.62,0.5965,0.4035,0.404,0.596,1.42,1.37
2024-10-28 11:29:41.537358,0.63,0.39,0.39,0.62,0.5965,0.4035,0.404,0.596,1.42,1.37
2024-10-28 11:30:42.152675,0.63,0.39,0.39,0.62,0.5965,0.4035,0.4045,0.5955,1.47,1.37
2024-10-28 11:31:42.769079,0.63,0.39,0.39,0.62,0.5965,0.4035,0.4045,0.5955,1.47,1.37
2024-10-28 11:32:43.444828,0.63,0.39,0.39,0.62,0.5965,0.4035,0.404,0.596,1.42,1.37
2024-10-28 11:33:44.067992,0.63,0.39,0.39,0.62,0.5965,0.4035,0.404,0.596,1.42,1.37
2024-10-28 11:34:44.758894,0.63,0.39,0.39,0.62,0.5965,0.4035,0.404,0.596,1.42,1.37
2024-10-28 11:35:45.452311,0.63,0.39,0.39,0.62,0.5965,0.4035,0.404,0.596,1.42,1.37
2024-10-28 11:36:46.052074,0.63,0.39,0.39,0.62,0.5975,0.4025,0.404,0.596,1.42,1.27
2024-10-28 11:37:46.699239,0.63,0.39,0.39,0.62,0.5975,0.4025,0.404,0.596,1.42,1.27
2024-10-28 11:38:47.357839,0.63,0.39,0.39,0.62,0.5965,0.4035,0.404,0.596,1.42,1.37
2024-10-28 11:39:48.123606,0.63,0.39,0.39,0.62,0.5965,0.4035,0.404,0.596,1.42,1.37
2024-10-28 11:40:48.844472,0.63,0.39,0.39,0.62,0.5965,0.4035,0.404,0.596,1.42,1.37
2024-10-28 11:41:49.624963,0.63,0.39,0.39,0.62,0.5965,0.4035,0.404,0.596,1.42,1.37
2024-10-28 11:42:50.379878,0.63,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 11:43:50.983972,0.63,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 11:44:51.594206,0.63,0.39,0.39,0.62,0.5965,0.4035,0.4045,0.5955,1.47,1.37
2024-10-28 11:45:52.359961,0.63,0.39,0.39,0.62,0.5965,0.4035,0.4045,0.5955,1.47,1.37
2024-10-28 11:46:52.995675,0.63,0.39,0.39,0.62,0.5965,0.4035,0.4045,0.5955,1.47,1.37
2024-10-28 11:47:53.750326,0.63,0.39,0.39,0.62,0.5965,0.4035,0.4045,0.5955,1.47,1.37
2024-10-28 11:48:54.377614,0.63,0.39,0.39,0.62,0.5965,0.4035,0.4035,0.5965,1.37,1.37
2024-10-28 11:49:55.029183,0.63,0.39,0.39,0.62,0.5965,0.4035,0.4035,0.5965,1.37,1.37
2024-10-28 11:50:55.708017,0.63,0.39,0.39,0.62,0.5965,0.4035,0.4035,0.5965,1.37,1.37
2024-10-28 11:51:56.330070,0.63,0.39,0.39,0.62,0.5965,0.4035,0.4035,0.5965,1.37,1.37
2024-10-28 11:52:56.941918,0.63,0.39,0.39,0.62,0.5965,0.4035,0.4035,0.5965,1.37,1.37
2024-10-28 11:53:57.553030,0.63,0.39,0.39,0.62,0.5965,0.4035,0.4035,0.5965,1.37,1.37
2024-10-28 11:54:58.331590,0.63,0.39,0.39,0.62,0.5965,0.4035,0.4035,0.5965,1.37,1.37
2024-10-28 11:55:59.223951,0.63,0.39,0.39,0.62,0.5965,0.4035,0.4035,0.5965,1.37,1.37
2024-10-28 11:56:59.879761,0.63,0.39,0.39,0.62,0.597,0.403,0.4035,0.5965,1.37,1.32
2024-10-28 11:58:00.504145,0.63,0.39,0.39,0.62,0.597,0.403,0.4035,0.5965,1.37,1.32
2024-10-28 11:59:01.138186,0.63,0.39,0.39,0.62,0.597,0.403,0.4035,0.5965,1.37,1.32
2024-10-28 12:00:01.837352,0.63,0.39,0.39,0.62,0.597,0.403,0.4035,0.5965,1.37,1.32
2024-10-28 12:01:02.509216,0.63,0.39,0.39,0.62,0.597,0.403,0.4035,0.5965,1.37,1.32
2024-10-28 12:02:03.233364,0.63,0.39,0.39,0.62,0.597,0.403,0.4035,0.5965,1.37,1.32
2024-10-28 12:03:03.860148,0.63,0.39,0.39,0.62,0.597,0.403,0.4035,0.5965,1.37,1.32
2024-10-28 12:04:04.491461,0.63,0.39,0.39,0.62,0.597,0.403,0.4035,0.5965,1.37,1.32
2024-10-28 12:05:05.119462,0.63,0.39,0.39,0.62,0.5965,0.4035,0.4035,0.5965,1.37,1.37
2024-10-28 12:06:05.760544,0.63,0.39,0.39,0.62,0.5965,0.4035,0.4035,0.5965,1.37,1.37
2024-10-28 12:07:06.470261,0.63,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:08:07.161263,0.63,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:09:07.810840,0.63,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:10:08.460865,0.63,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:11:09.108006,0.63,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:12:09.714364,0.63,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:13:10.366499,0.63,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:14:10.965818,0.63,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:15:11.624684,0.63,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:16:12.269156,0.63,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:17:12.874175,0.63,0.39,0.39,0.62,0.598,0.402,0.4035,0.5965,1.37,1.21
2024-10-28 12:18:13.681249,0.63,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:19:14.308433,0.63,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:20:14.957358,0.63,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:21:15.583182,0.63,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:22:16.246469,0.63,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:23:16.883854,0.63,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:24:17.494051,0.62,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:25:18.140835,0.62,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:26:18.803530,0.62,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:27:19.441041,0.62,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:28:20.085914,0.62,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:29:20.704351,0.62,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:30:21.334703,0.63,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:31:22.009958,0.62,0.39,0.39,0.62,0.597,0.403,0.4035,0.5965,1.37,1.32
2024-10-28 12:32:22.728393,0.63,0.39,0.39,0.62,0.597,0.403,0.4035,0.5965,1.37,1.32
2024-10-28 12:33:23.375102,0.63,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:34:23.999488,0.63,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:35:24.651762,0.63,0.39,0.39,0.62,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:36:25.332702,0.63,0.39,0.39,0.62,0.5975,0.4025,0.404,0.596,1.42,1.27
2024-10-28 12:37:26.067166,0.63,0.39,0.39,0.63,0.5965,0.4035,0.404,0.596,1.42,1.37
2024-10-28 12:38:26.686508,0.63,0.39,0.39,0.63,0.5965,0.4035,0.404,0.596,1.42,1.37
2024-10-28 12:39:27.351904,0.63,0.39,0.39,0.63,0.597,0.403,0.404,0.596,1.42,1.32
2024-10-28 12:40:27.966207,0.63,0.39,0.39,0.63,0.597,0.403,0.4045,0.5955,1.47,1.32
2024-10-28 12:41:28.656204,0.63,0.39,0.39,0.63,0.5965,0.4035,0.4045,0.5955,1.47,1.37
2024-10-28 12:42:29.410176,0.63,0.39,0.38,0.63,0.5965,0.4035,0.404,0.596,1.42,1.37
2024-10-28 12:43:30.032995,0.63,0.39,0.38,0.63,0.597,0.403,0.404,0.596,1.42,1.32
2024-10-28 12:44:30.666989,0.62,0.39,0.38,0.63,0.597,0.403,0.4035,0.5965,1.37,1.32
2024-10-28 12:45:31.307131,0.63,0.39,0.38,0.63,0.5975,0.4025,0.4035,0.5965,1.37,1.27
2024-10-28 12:46:32.090801,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4035,0.5965,2.41,2.3
2024-10-28 12:47:32.722308,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4035,0.5965,2.41,2.3
2024-10-28 12:48:33.415539,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4035,0.5965,2.41,2.3
2024-10-28 12:49:34.053013,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4035,0.5965,2.41,2.3
2024-10-28 12:50:34.709110,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4035,0.5965,2.41,2.3
2024-10-28 12:51:35.358535,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4035,0.5965,2.41,2.3
2024-10-28 12:52:35.978020,0.63,0.38,0.38,0.63,0.5975,0.4025,0.403,0.597,2.35,2.3
2024-10-28 12:53:36.646842,0.63,0.38,0.38,0.63,0.5975,0.4025,0.403,0.597,2.35,2.3
2024-10-28 12:54:37.268988,0.63,0.38,0.38,0.63,0.5975,0.4025,0.402,0.598,2.25,2.3
2024-10-28 12:55:37.966531,0.63,0.38,0.38,0.63,0.5975,0.4025,0.402,0.598,2.25,2.3
2024-10-28 12:56:38.626044,0.63,0.38,0.38,0.63,0.5965,0.4035,0.403,0.597,2.35,2.41
2024-10-28 12:57:39.404765,0.63,0.38,0.38,0.63,0.5965,0.4035,0.403,0.597,2.35,2.41
2024-10-28 12:58:40.171158,0.63,0.38,0.38,0.63,0.597,0.403,0.4025,0.5975,2.3,2.35
2024-10-28 12:59:40.859117,0.63,0.38,0.38,0.63,0.597,0.403,0.4025,0.5975,2.3,2.35
2024-10-28 13:00:41.537188,0.63,0.38,0.38,0.63,0.597,0.403,0.402,0.598,2.25,2.35
2024-10-28 13:01:42.171168,0.63,0.38,0.38,0.63,0.597,0.403,0.402,0.598,2.25,2.35
2024-10-28 13:02:42.836112,0.63,0.38,0.38,0.63,0.5975,0.4025,0.402,0.598,2.25,2.3
2024-10-28 13:03:43.479544,0.63,0.38,0.38,0.63,0.5975,0.4025,0.402,0.598,2.25,2.3
2024-10-28 13:04:44.097122,0.63,0.38,0.38,0.63,0.5975,0.4025,0.402,0.598,2.25,2.3
2024-10-28 13:05:44.712762,0.63,0.38,0.38,0.63,0.5975,0.4025,0.402,0.598,2.25,2.3
2024-10-28 13:06:45.336257,0.63,0.38,0.38,0.63,0.5975,0.4025,0.402,0.598,2.25,2.3
2024-10-28 13:07:45.965744,0.63,0.38,0.38,0.63,0.5975,0.4025,0.402,0.598,2.25,2.3
2024-10-28 13:08:46.601058,0.63,0.38,0.38,0.63,0.5975,0.4025,0.402,0.598,2.25,2.3
2024-10-28 13:09:47.236655,0.63,0.38,0.38,0.63,0.5975,0.4025,0.402,0.598,2.25,2.3
2024-10-28 13:10:47.912123,0.63,0.38,0.38,0.63,0.597,0.403,0.402,0.598,2.25,2.35
2024-10-28 13:11:48.564906,0.63,0.38,0.38,0.63,0.597,0.403,0.402,0.598,2.25,2.35
2024-10-28 13:12:49.246883,0.63,0.38,0.38,0.63,0.5975,0.4025,0.402,0.598,2.25,2.3
2024-10-28 13:13:49.926022,0.63,0.38,0.38,0.63,0.5975,0.4025,0.402,0.598,2.25,2.3
2024-10-28 13:14:50.544897,0.63,0.38,0.38,0.63,0.5975,0.4025,0.402,0.598,2.25,2.3
2024-10-28 13:15:51.229755,0.63,0.38,0.38,0.63,0.5975,0.4025,0.402,0.598,2.25,2.3
2024-10-28 13:16:51.891545,0.63,0.38,0.38,0.63,0.5975,0.4025,0.402,0.598,2.25,2.3
2024-10-28 13:17:52.518927,0.63,0.38,0.38,0.63,0.5975,0.4025,0.402,0.598,2.25,2.3
2024-10-28 13:18:53.197143,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 13:19:53.825408,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 13:20:54.484904,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 13:21:55.096832,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 13:22:55.798087,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 13:23:56.460627,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 13:24:57.092569,0.63,0.38,0.38,0.63,0.598,0.402,0.4025,0.5975,2.3,2.25
2024-10-28 13:25:57.737427,0.63,0.38,0.38,0.63,0.598,0.402,0.4025,0.5975,2.3,2.25
2024-10-28 13:26:58.402157,0.63,0.38,0.38,0.63,0.598,0.402,0.4025,0.5975,2.3,2.25
2024-10-28 13:27:59.046432,0.63,0.38,0.38,0.63,0.598,0.402,0.4025,0.5975,2.3,2.25
2024-10-28 13:28:59.817219,0.63,0.38,0.38,0.63,0.598,0.402,0.4025,0.5975,2.3,2.25
2024-10-28 13:30:00.576615,0.63,0.38,0.38,0.63,0.598,0.402,0.4025,0.5975,2.3,2.25
2024-10-28 13:31:01.295692,0.63,0.38,0.38,0.63,0.598,0.402,0.4025,0.5975,2.3,2.25
2024-10-28 13:32:01.995013,0.63,0.38,0.38,0.63,0.598,0.402,0.4025,0.5975,2.3,2.25
2024-10-28 13:33:02.705785,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 13:34:03.391802,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 13:35:04.063612,0.63,0.38,0.38,0.63,0.5975,0.4025,0.403,0.597,2.35,2.3
2024-10-28 13:36:04.707319,0.63,0.38,0.38,0.63,0.5975,0.4025,0.403,0.597,2.35,2.3
2024-10-28 13:37:05.327520,0.63,0.38,0.38,0.63,0.5975,0.4025,0.403,0.597,2.35,2.3
2024-10-28 13:38:06.020267,0.63,0.38,0.38,0.63,0.5975,0.4025,0.403,0.597,2.35,2.3
2024-10-28 13:39:06.710570,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 13:40:07.353874,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 13:41:08.013646,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 13:42:08.680462,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 13:43:09.341383,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 13:44:09.977787,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 13:45:10.621272,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 13:46:11.384326,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 13:47:12.104233,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4035,0.5965,2.41,2.3
2024-10-28 13:48:12.892632,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4035,0.5965,2.41,2.3
2024-10-28 13:49:13.509377,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 13:50:14.219131,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 13:51:14.886840,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 13:52:15.547283,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 13:53:16.160725,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 13:54:16.790054,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 13:55:17.424776,0.63,0.38,0.38,0.63,0.598,0.402,0.4025,0.5975,2.3,2.25
2024-10-28 13:56:18.059497,0.63,0.38,0.38,0.63,0.598,0.402,0.4025,0.5975,2.3,2.25
2024-10-28 13:57:18.715516,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 13:58:19.354027,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 13:59:20.048919,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 14:00:20.784144,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 14:01:21.412517,0.63,0.38,0.38,0.63,0.597,0.403,0.403,0.597,2.35,2.35
2024-10-28 14:02:22.063782,0.63,0.38,0.38,0.63,0.597,0.403,0.403,0.597,2.35,2.35
2024-10-28 14:03:22.709161,0.63,0.38,0.38,0.63,0.597,0.403,0.403,0.597,2.35,2.35
2024-10-28 14:04:23.329993,0.63,0.38,0.38,0.63,0.597,0.403,0.403,0.597,2.35,2.35
2024-10-28 14:05:23.969174,0.63,0.38,0.38,0.63,0.597,0.403,0.4035,0.5965,2.41,2.35
2024-10-28 14:06:24.634185,0.63,0.38,0.38,0.63,0.597,0.403,0.4035,0.5965,2.41,2.35
2024-10-28 14:07:25.433688,0.63,0.38,0.38,0.63,0.597,0.403,0.4035,0.5965,2.41,2.35
2024-10-28 14:08:26.097999,0.63,0.38,0.38,0.63,0.597,0.403,0.4025,0.5975,2.3,2.35
2024-10-28 14:09:26.740814,0.63,0.38,0.38,0.63,0.597,0.403,0.4025,0.5975,2.3,2.35
2024-10-28 14:10:27.383670,0.63,0.38,0.38,0.63,0.597,0.403,0.403,0.597,2.35,2.35
2024-10-28 14:11:28.054765,0.63,0.38,0.38,0.63,0.597,0.403,0.403,0.597,2.35,2.35
2024-10-28 14:12:28.702155,0.63,0.38,0.38,0.63,0.597,0.403,0.403,0.597,2.35,2.35
2024-10-28 14:13:29.322664,0.63,0.38,0.38,0.63,0.597,0.403,0.403,0.597,2.35,2.35
2024-10-28 14:14:29.946831,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 14:15:30.587945,0.63,0.38,0.38,0.63,0.5975,0.4025,0.4025,0.5975,2.3,2.3
2024-10-28 14:16:31.335138,0.63,0.38,0.38,0.63,0.5965,0.4035,0.4025,0.5975,2.3,2.41
2024-10-28 14:17:31.971128,0.63,0.38,0.38,0.63,0.5965,0.4035,0.4025,0.5975,2.3,2.41
2024-10-28 14:18:32.663609,0.63,0.38,0.38,0.63,0.5965,0.4035,0.403,0.597,2.35,2.41
2024-10-28 14:19:33.415177,0.63,0.38,0.38,0.63,0.5965,0.4035,0.403,0.597,2.35,2.41
2024-10-28 14:20:34.044100,0.63,0.38,0.38,0.63,0.5965,0.4035,0.403,0.597,2.35,2.41
2024-10-28 14:21:34.776452,0.63,0.38,0.38,0.63,0.5965,0.4035,0.403,0.597,2.35,2.41
2024-10-28 14:22:35.416273,0.63,0.38,0.38,0.63,0.5965,0.4035,0.403,0.597,2.35,2.41
2024-10-28 14:23:36.041844,0.63,0.38,0.38,0.63,0.5965,0.4035,0.403,0.597,2.35,2.41
2024-10-28 14:24:36.687485,0.63,0.38,0.38,0.63,0.5965,0.4035,0.403,0.597,2.35,2.41
2024-10-28 14:25:37.318765,0.63,0.38,0.38,0.63,0.5965,0.4035,0.403,0.597,2.35,2.41
2024-10-28 14:26:37.981709,0.63,0.38,0.38,0.63,0.5965,0.4035,0.403,0.597,2.35,2.41
2024-10-28 14:27:38.663048,0.63,0.38,0.38,0.63,0.5965,0.4035,0.403,0.597,2.35,2.41
2024-10-28 14:28:39.345514,0.63,0.38,0.38,0.63,0.597,0.403,0.403,0.597,2.35,2.35
2024-10-28 14:29:39.945460,0.63,0.38,0.38,0.63,0.597,0.403,0.403,0.597,2.35,2.35
2024-10-28 14:30:40.558374,0.63,0.38,0.38,0.63,0.597,0.403,0.403,0.597,2.35,2.35
2024-10-28 14:31:41.199534,0.63,0.38,0.38,0.63,0.597,0.403,0.403,0.597,2.35,2.35
2024-10-28 14:32:41.865690,0.63,0.38,0.38,0.63,0.5965,0.4035,0.4025,0.5975,2.3,2.41
2024-10-28 14:33:42.504446,0.63,0.38,0.38,0.63,0.5965,0.4035,0.4025,0.5975,2.3,2.41
