timestamp,kalshi_kamala_yes,kalshi_kamala_no,kalshi_trump_yes,kalshi_trump_no,polymarket_kamala_yes,polymarket_kamala_no,polymarket_trump_yes,polymarket_trump_no,arbitrage_no_spread_percent_return,arbitrage_yes_no_spread_percent_return
2024-10-28 18:34:30.246803,0.63,0.38,0.38,0.63,0.581,0.419,0.4185,0.5815,4.0,4.06
2024-10-28 18:35:30.953900,0.63,0.38,0.38,0.63,0.581,0.419,0.4195,0.5805,4.11,4.06
2024-10-28 18:36:31.535199,0.63,0.38,0.38,0.63,0.581,0.419,0.4195,0.5805,4.11,4.06
2024-10-28 18:37:32.189626,0.63,0.38,0.38,0.63,0.581,0.419,0.4195,0.5805,4.11,4.06
2024-10-28 18:38:32.795295,0.63,0.38,0.38,0.63,0.581,0.419,0.4195,0.5805,4.11,4.06
2024-10-28 18:39:33.439512,0.63,0.38,0.38,0.63,0.581,0.419,0.4195,0.5805,4.11,4.06
2024-10-28 18:40:34.130816,0.63,0.38,0.38,0.63,0.581,0.419,0.4195,0.5805,4.11,4.06
2024-10-28 18:41:34.815773,0.63,0.38,0.38,0.63,0.581,0.419,0.4195,0.5805,4.11,4.06
2024-10-28 18:42:35.500937,0.63,0.38,0.38,0.63,0.581,0.419,0.4195,0.5805,4.11,4.06
2024-10-28 18:43:36.106135,0.63,0.38,0.38,0.63,0.581,0.419,0.4195,0.5805,4.11,4.06
2024-10-28 18:44:36.737850,0.63,0.38,0.38,0.63,0.581,0.419,0.4195,0.5805,4.11,4.06
2024-10-28 18:45:37.342150,0.63,0.38,0.38,0.63,0.581,0.419,0.4195,0.5805,4.11,4.06
2024-10-28 18:46:37.972810,0.63,0.38,0.38,0.63,0.581,0.419,0.4195,0.5805,4.11,4.06
2024-10-28 18:47:38.545860,0.63,0.38,0.38,0.63,0.5825,0.4175,0.419,0.581,4.06,3.9
2024-10-28 18:48:39.160580,0.63,0.38,0.38,0.63,0.583,0.417,0.419,0.581,4.06,3.84
2024-10-28 18:49:39.770301,0.63,0.38,0.38,0.63,0.583,0.417,0.4185,0.5815,4.0,3.84
2024-10-28 18:50:40.357758,0.63,0.38,0.38,0.63,0.583,0.417,0.4185,0.5815,4.0,3.84
2024-10-28 18:51:40.936998,0.63,0.38,0.38,0.63,0.583,0.417,0.4185,0.5815,4.0,3.84
2024-10-28 18:52:41.568303,0.63,0.38,0.38,0.63,0.583,0.417,0.4185,0.5815,4.0,3.84
2024-10-28 18:53:42.231600,0.63,0.38,0.38,0.63,0.583,0.417,0.4185,0.5815,4.0,3.84
2024-10-28 18:54:42.896293,0.63,0.38,0.38,0.63,0.583,0.417,0.4175,0.5825,3.9,3.84
2024-10-28 18:55:43.543398,0.63,0.38,0.38,0.63,0.583,0.417,0.4175,0.5825,3.9,3.84
2024-10-28 18:56:44.204727,0.63,0.38,0.38,0.63,0.583,0.417,0.4175,0.5825,3.9,3.84
2024-10-28 18:57:44.863410,0.63,0.38,0.39,0.63,0.583,0.417,0.4175,0.5825,3.9,3.84
2024-10-28 18:58:45.543717,0.63,0.38,0.39,0.63,0.5835,0.4165,0.4175,0.5825,3.9,3.79
2024-10-28 18:59:46.112645,0.63,0.38,0.39,0.63,0.5835,0.4165,0.4175,0.5825,3.9,3.79
2024-10-28 19:00:46.748055,0.63,0.38,0.39,0.63,0.5835,0.4165,0.4175,0.5825,3.9,3.79
2024-10-28 19:01:47.327432,0.63,0.38,0.39,0.63,0.5835,0.4165,0.4175,0.5825,3.9,3.79
2024-10-28 19:02:48.014686,0.63,0.38,0.39,0.63,0.583,0.417,0.4175,0.5825,3.9,3.84
2024-10-28 19:03:48.668891,0.63,0.38,0.39,0.63,0.583,0.417,0.4175,0.5825,3.9,3.84
2024-10-28 19:04:49.236058,0.63,0.38,0.39,0.63,0.5815,0.4185,0.4185,0.5815,4.0,4.0
2024-10-28 19:05:49.915781,0.63,0.38,0.39,0.63,0.5815,0.4185,0.4185,0.5815,4.0,4.0
2024-10-28 19:06:50.534521,0.63,0.38,0.39,0.63,0.5815,0.4185,0.4185,0.5815,4.0,4.0
2024-10-28 19:07:51.289405,0.63,0.38,0.39,0.63,0.5815,0.4185,0.4185,0.5815,4.0,4.0
2024-10-28 19:08:52.087463,0.63,0.38,0.39,0.63,0.5815,0.4185,0.4185,0.5815,4.0,4.0
2024-10-28 19:09:52.690503,0.63,0.38,0.39,0.63,0.5815,0.4185,0.4185,0.5815,4.0,4.0
2024-10-28 19:10:53.269623,0.63,0.38,0.39,0.63,0.5815,0.4185,0.4175,0.5825,3.9,4.0
2024-10-28 19:11:53.900560,0.63,0.38,0.39,0.63,0.5815,0.4185,0.4175,0.5825,3.9,4.0
2024-10-28 19:12:54.514094,0.63,0.39,0.39,0.63,0.5775,0.4225,0.422,0.578,3.31,3.36
2024-10-28 19:13:55.129897,0.63,0.39,0.39,0.63,0.5775,0.4225,0.422,0.578,3.31,3.36
2024-10-28 19:14:55.822385,0.63,0.39,0.39,0.63,0.574,0.426,0.4235,0.5765,3.47,3.73
2024-10-28 19:15:56.712912,0.63,0.39,0.39,0.63,0.574,0.426,0.4235,0.5765,3.47,3.73
2024-10-28 19:16:57.429208,0.63,0.39,0.39,0.63,0.5745,0.4255,0.4235,0.5765,3.47,3.68
2024-10-28 19:17:57.995452,0.63,0.39,0.39,0.63,0.5745,0.4255,0.4235,0.5765,3.47,3.68
2024-10-28 19:18:58.604995,0.63,0.39,0.39,0.62,0.5735,0.4265,0.4245,0.5755,3.57,3.79
2024-10-28 19:19:59.261325,0.63,0.39,0.39,0.62,0.5735,0.4265,0.4245,0.5755,3.57,3.79
2024-10-28 19:20:59.874703,0.63,0.39,0.39,0.62,0.574,0.426,0.425,0.575,3.63,3.73
2024-10-28 19:22:00.504157,0.63,0.39,0.39,0.62,0.574,0.426,0.425,0.575,3.63,3.73
2024-10-28 19:23:02.120251,0.63,0.39,0.39,0.62,0.5735,0.4265,0.426,0.574,3.73,3.79
2024-10-28 19:24:02.795371,0.63,0.39,0.39,0.62,0.5735,0.4265,0.426,0.574,3.73,3.79
2024-10-28 19:25:03.391699,0.63,0.39,0.39,0.62,0.574,0.426,0.425,0.575,3.63,3.73
2024-10-28 19:26:04.049114,0.63,0.39,0.39,0.62,0.574,0.426,0.425,0.575,3.63,3.73
2024-10-28 19:27:04.709038,0.63,0.38,0.39,0.62,0.574,0.426,0.4255,0.5745,4.77,4.82
2024-10-28 19:28:05.375808,0.63,0.38,0.39,0.62,0.574,0.426,0.4255,0.5745,4.77,4.82
2024-10-28 19:29:05.972332,0.63,0.38,0.39,0.62,0.574,0.426,0.4255,0.5745,4.77,4.82
2024-10-28 19:30:06.642120,0.63,0.38,0.39,0.62,0.574,0.426,0.4255,0.5745,4.77,4.82
2024-10-28 19:31:07.233528,0.63,0.38,0.39,0.62,0.5735,0.4265,0.4255,0.5745,4.77,4.88
2024-10-28 19:32:07.928394,0.63,0.38,0.39,0.62,0.5735,0.4265,0.4255,0.5745,4.77,4.88
2024-10-28 19:33:08.667710,0.63,0.38,0.39,0.62,0.5735,0.4265,0.4255,0.5745,4.77,4.88
2024-10-28 19:34:09.377529,0.63,0.38,0.39,0.62,0.5735,0.4265,0.4255,0.5745,4.77,4.88
2024-10-28 19:35:10.137986,0.63,0.38,0.38,0.63,0.5735,0.4265,0.4255,0.5745,4.77,4.88
2024-10-28 19:36:10.763537,0.63,0.38,0.38,0.63,0.5735,0.4265,0.4255,0.5745,4.77,4.88
2024-10-28 19:37:11.342665,0.63,0.38,0.38,0.63,0.5735,0.4265,0.4255,0.5745,4.77,4.88
2024-10-28 19:38:12.038120,0.63,0.38,0.39,0.63,0.5735,0.4265,0.4255,0.5745,4.77,4.88
2024-10-28 19:39:12.606918,0.63,0.38,0.39,0.63,0.572,0.428,0.4295,0.5705,5.21,5.04
2024-10-28 19:40:13.261330,0.63,0.38,0.39,0.63,0.572,0.428,0.4295,0.5705,5.21,5.04
2024-10-28 19:41:13.880597,0.63,0.38,0.39,0.63,0.5705,0.4295,0.4295,0.5705,5.21,5.21
2024-10-28 19:42:14.556033,0.63,0.38,0.39,0.63,0.5705,0.4295,0.4295,0.5705,5.21,5.21
2024-10-28 19:43:15.179640,0.63,0.38,0.39,0.63,0.5715,0.4285,0.4285,0.5715,5.1,5.1
2024-10-28 19:44:15.864553,0.63,0.38,0.39,0.63,0.5715,0.4285,0.4285,0.5715,5.1,5.1
2024-10-28 19:45:16.485379,0.63,0.38,0.39,0.63,0.571,0.429,0.429,0.571,5.15,5.15
2024-10-28 19:46:17.129869,0.63,0.38,0.39,0.63,0.571,0.429,0.429,0.571,5.15,5.15
2024-10-28 19:47:17.770542,0.62,0.39,0.39,0.63,0.571,0.429,0.4295,0.5705,4.11,4.06
2024-10-28 19:48:18.534065,0.62,0.39,0.39,0.63,0.571,0.429,0.4295,0.5705,4.11,4.06
2024-10-28 19:49:19.205894,0.62,0.39,0.39,0.63,0.571,0.429,0.4295,0.5705,4.11,4.06
2024-10-28 19:50:19.795648,0.62,0.39,0.39,0.63,0.571,0.429,0.4295,0.5705,4.11,4.06
2024-10-28 19:51:20.461179,0.62,0.39,0.39,0.63,0.5715,0.4285,0.4295,0.5705,4.11,4.0
2024-10-28 19:52:21.112122,0.62,0.39,0.39,0.63,0.5715,0.4285,0.4295,0.5705,4.11,4.0
2024-10-28 19:53:21.767178,0.62,0.39,0.39,0.63,0.5715,0.4285,0.4295,0.5705,4.11,4.0
2024-10-28 19:54:22.383157,0.62,0.39,0.39,0.63,0.5715,0.4285,0.4295,0.5705,4.11,4.0
2024-10-28 19:55:23.089755,0.62,0.39,0.39,0.63,0.5705,0.4295,0.4295,0.5705,4.11,4.11
2024-10-28 19:56:23.900178,0.62,0.39,0.39,0.63,0.5705,0.4295,0.4295,0.5705,4.11,4.11
2024-10-28 19:57:24.545049,0.62,0.39,0.39,0.63,0.5705,0.4295,0.4295,0.5705,4.11,4.11
2024-10-28 19:58:25.202056,0.62,0.39,0.39,0.63,0.5705,0.4295,0.4295,0.5705,4.11,4.11
2024-10-28 19:59:25.894528,0.62,0.39,0.39,0.63,0.5705,0.4295,0.4295,0.5705,4.11,4.11
2024-10-28 20:00:26.502021,0.62,0.39,0.39,0.63,0.5705,0.4295,0.4295,0.5705,4.11,4.11
2024-10-28 20:01:27.135683,0.62,0.39,0.39,0.63,0.5705,0.4295,0.4295,0.5705,4.11,4.11
2024-10-28 20:02:27.763729,0.62,0.39,0.39,0.63,0.5705,0.4295,0.4295,0.5705,4.11,4.11
2024-10-28 20:03:28.483501,0.62,0.39,0.39,0.63,0.5705,0.4295,0.4295,0.5705,4.11,4.11
2024-10-28 20:04:29.211853,0.62,0.39,0.39,0.63,0.5705,0.4295,0.4295,0.5705,4.11,4.11
2024-10-28 20:05:29.859315,0.62,0.39,0.39,0.63,0.5715,0.4285,0.429,0.571,4.06,4.0
2024-10-28 20:06:30.454943,0.62,0.39,0.39,0.62,0.5715,0.4285,0.429,0.571,4.06,4.0
2024-10-28 20:07:31.050942,0.62,0.39,0.39,0.62,0.5715,0.4285,0.429,0.571,4.06,4.0
2024-10-28 20:08:31.661821,0.62,0.39,0.39,0.62,0.5715,0.4285,0.429,0.571,4.06,4.0
2024-10-28 20:09:32.315652,0.62,0.39,0.39,0.62,0.5715,0.4285,0.429,0.571,4.06,4.0
2024-10-28 20:10:32.923979,0.62,0.39,0.39,0.62,0.5715,0.4285,0.429,0.571,4.06,4.0
2024-10-28 20:11:33.557342,0.62,0.39,0.39,0.62,0.5715,0.4285,0.429,0.571,4.06,4.0
2024-10-28 20:12:34.176586,0.62,0.39,0.39,0.62,0.5715,0.4285,0.429,0.571,4.06,4.0
2024-10-28 20:13:34.767448,0.62,0.39,0.39,0.62,0.5715,0.4285,0.429,0.571,4.06,4.0
2024-10-28 20:14:35.383578,0.62,0.39,0.39,0.62,0.5715,0.4285,0.429,0.571,4.06,4.0
2024-10-28 20:15:35.995180,0.62,0.39,0.39,0.62,0.5715,0.4285,0.429,0.571,4.06,4.0
2024-10-28 20:16:36.619297,0.62,0.39,0.39,0.62,0.5715,0.4285,0.429,0.571,4.06,4.0
2024-10-28 20:17:37.183419,0.62,0.39,0.39,0.62,0.5715,0.4285,0.4285,0.5715,4.0,4.0
2024-10-28 20:18:37.796080,0.62,0.39,0.39,0.62,0.5715,0.4285,0.4285,0.5715,4.0,4.0
2024-10-28 20:19:38.435409,0.62,0.39,0.39,0.62,0.5715,0.4285,0.4285,0.5715,4.0,4.0
2024-10-28 20:20:39.026688,0.62,0.39,0.39,0.63,0.5715,0.4285,0.4285,0.5715,4.0,4.0
2024-10-28 20:21:39.669925,0.62,0.39,0.39,0.63,0.5715,0.4285,0.4285,0.5715,4.0,4.0
2024-10-28 20:22:40.275771,0.62,0.39,0.39,0.63,0.5715,0.4285,0.4285,0.5715,4.0,4.0
2024-10-28 20:23:41.022041,0.62,0.39,0.39,0.63,0.572,0.428,0.4285,0.5715,4.0,3.95
2024-10-28 20:24:41.645437,0.62,0.39,0.39,0.63,0.572,0.428,0.4285,0.5715,4.0,3.95
2024-10-28 20:25:42.255533,0.62,0.39,0.39,0.63,0.572,0.428,0.4285,0.5715,4.0,3.95
2024-10-28 20:26:42.856077,0.62,0.39,0.39,0.63,0.572,0.428,0.4285,0.5715,4.0,3.95
2024-10-28 20:27:43.463022,0.62,0.39,0.39,0.63,0.5715,0.4285,0.4285,0.5715,4.0,4.0
2024-10-28 20:28:44.030438,0.62,0.39,0.39,0.63,0.5715,0.4285,0.4285,0.5715,4.0,4.0
2024-10-28 20:29:44.623748,0.62,0.39,0.39,0.63,0.572,0.428,0.4285,0.5715,4.0,3.95
2024-10-28 20:30:45.239257,0.62,0.39,0.39,0.63,0.572,0.428,0.4285,0.5715,4.0,3.95
2024-10-28 20:31:45.873754,0.62,0.39,0.39,0.63,0.572,0.428,0.4285,0.5715,4.0,3.95
2024-10-28 20:32:46.517318,0.62,0.39,0.39,0.63,0.572,0.428,0.4285,0.5715,4.0,3.95
2024-10-28 20:33:47.117326,0.62,0.39,0.39,0.63,0.572,0.428,0.4285,0.5715,4.0,3.95
2024-10-28 20:34:47.703300,0.62,0.39,0.39,0.63,0.572,0.428,0.4285,0.5715,4.0,3.95
2024-10-28 20:35:48.468779,0.62,0.39,0.39,0.63,0.5715,0.4285,0.4285,0.5715,4.0,4.0
2024-10-28 20:36:49.065040,0.62,0.39,0.39,0.63,0.5715,0.4285,0.4285,0.5715,4.0,4.0
2024-10-28 20:37:49.679504,0.62,0.39,0.39,0.63,0.5715,0.4285,0.4285,0.5715,4.0,4.0
2024-10-28 20:38:50.322968,0.62,0.39,0.39,0.63,0.5715,0.4285,0.4285,0.5715,4.0,4.0
2024-10-28 20:39:50.950432,0.62,0.39,0.39,0.63,0.5715,0.4285,0.4285,0.5715,4.0,4.0
2024-10-28 20:40:51.532894,0.62,0.39,0.39,0.63,0.5715,0.4285,0.4285,0.5715,4.0,4.0
2024-10-28 20:41:52.217352,0.62,0.39,0.39,0.62,0.5715,0.4285,0.4285,0.5715,4.0,4.0
2024-10-28 20:42:52.846814,0.62,0.39,0.39,0.62,0.572,0.428,0.4285,0.5715,4.0,3.95
2024-10-28 20:43:53.489134,0.62,0.39,0.39,0.62,0.572,0.428,0.4285,0.5715,4.0,3.95
2024-10-28 20:44:54.133307,0.62,0.39,0.39,0.62,0.572,0.428,0.4285,0.5715,4.0,3.95
2024-10-28 20:45:54.752340,0.62,0.39,0.39,0.62,0.572,0.428,0.4285,0.5715,4.0,3.95
2024-10-28 20:46:55.335493,0.62,0.39,0.39,0.62,0.572,0.428,0.4285,0.5715,4.0,3.95
2024-10-28 20:47:55.954545,0.62,0.39,0.39,0.62,0.572,0.428,0.4285,0.5715,4.0,3.95
2024-10-28 20:48:56.544503,0.62,0.39,0.39,0.62,0.572,0.428,0.4285,0.5715,4.0,3.95
2024-10-28 20:49:57.216732,0.62,0.39,0.39,0.62,0.572,0.428,0.4285,0.5715,4.0,3.95
2024-10-28 20:50:57.825910,0.62,0.39,0.39,0.62,0.5725,0.4275,0.4285,0.5715,4.0,3.9
2024-10-28 20:51:58.483304,0.62,0.39,0.39,0.62,0.5725,0.4275,0.4285,0.5715,4.0,3.9
2024-10-28 20:52:59.123277,0.62,0.39,0.39,0.62,0.5725,0.4275,0.4285,0.5715,4.0,3.9
2024-10-28 20:53:59.761772,0.62,0.39,0.39,0.62,0.5725,0.4275,0.4285,0.5715,4.0,3.9
2024-10-28 20:55:00.350279,0.62,0.39,0.39,0.62,0.576,0.424,0.4255,0.5745,3.68,3.52
2024-10-28 20:56:00.948187,0.62,0.39,0.39,0.62,0.576,0.424,0.4255,0.5745,3.68,3.52
2024-10-28 20:57:01.711379,0.62,0.39,0.39,0.62,0.5765,0.4235,0.4245,0.5755,3.57,3.47
2024-10-28 20:58:02.323186,0.62,0.39,0.39,0.62,0.5765,0.4235,0.4245,0.5755,3.57,3.47
2024-10-28 20:59:02.919130,0.62,0.39,0.39,0.62,0.5815,0.4185,0.4185,0.5815,2.93,2.93
2024-10-28 21:00:03.540314,0.62,0.39,0.39,0.62,0.5815,0.4185,0.4185,0.5815,2.93,2.93
2024-10-28 21:01:04.192270,0.62,0.39,0.39,0.63,0.5815,0.4185,0.4185,0.5815,2.93,2.93
2024-10-28 21:02:04.905683,0.62,0.39,0.39,0.63,0.5815,0.4185,0.4185,0.5815,2.93,2.93
2024-10-28 21:03:05.543771,0.62,0.39,0.39,0.63,0.582,0.418,0.4185,0.5815,2.93,2.88
2024-10-28 21:04:06.169929,0.62,0.39,0.39,0.63,0.582,0.418,0.4185,0.5815,2.93,2.88
2024-10-28 21:05:06.769037,0.62,0.39,0.39,0.63,0.582,0.418,0.4185,0.5815,2.93,2.88
2024-10-28 21:06:07.401301,0.62,0.39,0.39,0.63,0.582,0.418,0.4185,0.5815,2.93,2.88
2024-10-28 21:07:08.016335,0.62,0.39,0.39,0.63,0.5825,0.4175,0.4175,0.5825,2.83,2.83
2024-10-28 21:08:08.635636,0.62,0.39,0.39,0.63,0.5825,0.4175,0.4175,0.5825,2.83,2.83
2024-10-28 21:09:09.344111,0.62,0.39,0.39,0.63,0.583,0.417,0.4175,0.5825,2.83,2.77
2024-10-28 21:10:09.945374,0.63,0.38,0.39,0.63,0.583,0.417,0.4175,0.5825,3.9,3.84
2024-10-28 21:11:10.537277,0.63,0.38,0.38,0.63,0.582,0.418,0.4175,0.5825,3.9,3.95
